33.5333,-7.5833
34.0209,-6.8416
30.4278,-9.5981
31.6342,-8.0089
33.9987,-6.8166
35.7667,-5.8000
32.2992,-9.2372
34.2549,-6.5800
33.4600,-5.2600
31.5144,-9.7696
34.6867,-1.9114
32.8833,-6.9167
33.9000,-5.5500
35.1775,-3.8419
33.5953,-7.6188
30.9200,-6.9200
31.9500,-4.4500
34.2167,-4.0167
35.1689,-2.9336
33.0000,-7.6167
32.0500,-7.4000
33.8300,-4.8300
34.2500,-6.6900
31.6200,-8.9900
35.7500,-5.9000
33.2600,-8.5000
34.0100,-5.0100
32.8900,-6.3100
35.5800,-5.3700
33.6900,-7.3900
32.5300,-6.2900
34.9200,-2.3200
35.2100,-3.9300
33.4500,-7.6500
31.9300,-4.4300
34.3100,-6.3000
35.4700,-5.1500
33.3700,-7.5900
30.3900,-9.2400
32.3100,-9.2300
34.8100,-5.5700
33.6000,-7.6200
31.5100,-9.7700
34.6900,-1.9100
32.8800,-6.9100
33.9100,-5.5600
35.1800,-3.8400
33.6000,-7.6100
30.9300,-6.9100
31.9600,-4.4600
34.2200,-4.0200
35.1700,-2.9300
33.0100,-7.6200
32.0600,-7.4100
33.8400,-4.8400
34.2600,-6.7000
31.6300,-9.0000
35.7600,-5.9100
33.2700,-8.5100
34.0200,-5.0200
32.9000,-6.3200
35.5900,-5.3800
33.7000,-7.4000
32.5400,-6.3000
34.9300,-2.3300
35.2200,-3.9400
33.4600,-7.6600
31.9400,-4.4400
34.3200,-6.3100
35.4800,-5.1600
33.3800,-7.6000
30.4000,-9.2500
32.3200,-9.2400
34.8200,-5.5800
33.6100,-7.6300
31.5200,-9.7800
34.7000,-1.9200
32.8900,-6.9200
33.9200,-5.5700
35.1900,-3.8500
33.6100,-7.6200
30.9400,-6.9200
31.9700,-4.4700
34.2300,-4.0300
35.1800,-2.9400
33.0200,-7.6300
32.0700,-7.4200
33.8500,-4.8500
34.2700,-6.7100
31.6400,-9.0100
35.7700,-5.9200
33.2800,-8.5200
34.0300,-5.0300
32.9100,-6.3300
35.6000,-5.3900
33.7100,-7.4100
32.5500,-6.3100
34.9400,-2.3400
35.2300,-3.9500
33.4700,-7.6700
31.9500,-4.4500
34.3300,-6.3200
35.4900,-5.1700
33.3900,-7.6100
30.4100,-9.2600
32.3300,-9.2500
34.8300,-5.5900
33.6200,-7.6400
31.5300,-9.7900
34.7100,-1.9300
32.9000,-6.9300
33.9300,-5.5800
35.2000,-3.8600
33.6200,-7.6300
30.9500,-6.9300
31.9800,-4.4800
34.2400,-4.0400
35.1900,-2.9500
33.0300,-7.6400
32.0800,-7.4300
33.8600,-4.8600
34.2800,-6.7200
31.6500,-9.0200
35.7800,-5.9300
33.2900,-8.5300
34.0400,-5.0400
32.9200,-6.3400
35.6100,-5.4000
33.7200,-7.4200
32.5600,-6.3200
34.9500,-2.3500
35.2400,-3.9600
33.4800,-7.6800
31.9600,-4.4600
34.3400,-6.3300
35.5000,-5.1800
33.4000,-7.6200
30.4200,-9.2700
32.3400,-9.2600
34.8400,-5.6000
33.6300,-7.6500
31.5400,-9.8000
34.7200,-1.9400
32.9100,-6.9400
33.9400,-5.5900
35.2100,-3.8700
33.6300,-7.6400
30.9600,-6.9400
31.9900,-4.4900
34.2500,-4.0500
35.2000,-2.9600
33.0400,-7.6500
32.0900,-7.4400
33.8700,-4.8700
34.2900,-6.7300
31.6600,-9.0300
35.7900,-5.9400
33.3000,-8.5400
34.0500,-5.0500
32.9300,-6.3500
35.6200,-5.4100
33.7300,-7.4300
32.5700,-6.3300
34.9600,-2.3600
35.2500,-3.9700
33.4900,-7.6900
31.9700,-4.4700
34.3500,-6.3400
35.5100,-5.1900
33.4100,-7.6300
30.4300,-9.2800
32.3500,-9.2700
34.8500,-5.6100
33.6400,-7.6600
31.5500,-9.8100
34.7300,-1.9500
32.9200,-6.9500
33.9500,-5.6000
35.2200,-3.8800
33.6400,-7.6500
30.9700,-6.9500
32.0000,-4.5000
34.2600,-4.0600
35.2100,-2.9700
33.0500,-7.6600
32.1000,-7.4500
33.8800,-4.8800
34.3000,-6.7400
31.6700,-9.0400
35.8000,-5.9500
33.3100,-8.5500
34.0600,-5.0600
32.9400,-6.3600
35.6300,-5.4200
33.7400,-7.4400
32.5800,-6.3400
34.9700,-2.3700
35.2600,-3.9800
33.5000,-7.7000
31.9800,-4.4800
34.3600,-6.3500
35.5200,-5.2000
33.4200,-7.6400
30.4400,-9.2900
32.3600,-9.2800
34.8600,-5.6200
33.6500,-7.6700
31.5600,-9.8200
34.7400,-1.9600
32.9300,-6.9600
33.9600,-5.6100
35.2300,-3.8900
33.6500,-7.6600
30.9800,-6.9600
32.0100,-4.5100
34.2700,-4.0700
35.2200,-2.9800
33.0600,-7.6700
32.1100,-7.4600
33.8900,-4.8900
34.3100,-6.7500
31.6800,-9.0500
35.8100,-5.9600
33.3200,-8.5600
34.0700,-5.0700
32.9500,-6.3700
35.6400,-5.4300
33.7500,-7.4500
32.5900,-6.3500
34.9800,-2.3800
35.2700,-3.9900
33.5100,-7.7100
31.9900,-4.4900
34.3700,-6.3600
35.5300,-5.2100
33.4300,-7.6500
30.4500,-9.3000
32.3700,-9.2900
34.8700,-5.6300
33.6600,-7.6800
31.5700,-9.8300
